full,last,first,link,citations,h-index,i10,t10,university,rank,UniversityID,comment,"* = confirmed, - = remove",trim
"Dasgupta, Prithviraj",Dasgupta,Prithviraj,https://scholar.google.com/citations?user=DOlGwQIAAAAJ&hl=en&oi=ao,,,,,University of Nebraska - Omaha  ,Full,134,Not listed,-,-
"Dorn, Brian",Dorn,Brian,https://scholar.google.com/citations?user=9xYR_5YAAAAJ&hl=en&oi=ao,,,,,University of Nebraska - Omaha  ,Associate,134,Assistant to Associate,*,*
"Farhat, Hassan",Farhat,Hassan,,,,,,University of Nebraska - Omaha  ,Full,134,,*,*
"Guo, Hai-Feng",Guo,Hai-Feng,,,,,,University of Nebraska - Omaha  ,Associate,134,Not listed,-,-
Pei-Chi Huang ,Huang ,Pei-Chi,https://scholar.google.com/citations?hl=en&user=UtGynOsAAAAJ,,,,,University of Nebraska - Omaha  ,Assistant,134,New,*,*
"Lierler, Yuliya",Lierler,Yuliya,https://scholar.google.com/citations?user=KlTD9RQAAAAJ&hl=en&oi=ao,,,,,University of Nebraska - Omaha  ,Associate,134,Assistant to Associate,*,*
"Mastorakis, Spyridon ",Mastorakis,Spyridon ,https://scholar.google.com/citations?hl=en&user=O_ckkUIAAAAJ,,,,,University of Nebraska - Omaha  ,Assistant,134,New,*,*
"Morrison, Briana Baker ",Morrison,Briana,https://scholar.google.com/citations?user=XXLOcBcAAAAJ&hl=en,,,,,University of Nebraska - Omaha  ,Assistant,134,,*,*
"Oh, Kwangsung",Oh,Kwangsung,https://scholar.google.com/citations?hl=en&user=2LCgAcoAAAAJ,,,,,University of Nebraska - Omaha  ,Assistant,134,New,*,*
"Ricks, Brian",Ricks,Brian,https://scholar.google.com/citations?user=S-C6lf0AAAAJ&hl=en&oi=ao,,,,,University of Nebraska - Omaha  ,Assistant,134,,*,*
"Siy, Harvey",Siy,Harvey,https://scholar.google.com/citations?hl=en&user=hxhRszYAAAAJ,,,,,University of Nebraska - Omaha  ,Full,134,Associate to Full,*,*
"Song, Myoungkyu",Song,Myoungkyu,,,,,,University of Nebraska - Omaha  ,Assistant,134,,*,*
"Subramaniam, Mahadevan",Subramaniam,Mahadevan,,,,,,University of Nebraska - Omaha  ,Full,134,Associate to Full,*,*
"Wileman, Stanley",Wileman,Stanley,,,,,,University of Nebraska - Omaha  ,Full,134,Not listed,-,-
"Winter, Victor",Winter,Victor,https://scholar.google.com/citations?user=2uaYe_oAAAAJ&hl=en&oi=ao,,,,,University of Nebraska - Omaha  ,Full,134,,*,*
"Youn, Jon",Youn,Jon,,,,,,University of Nebraska - Omaha  ,Full,134,,*,*
"Zhong, Xin",Zhong,Xin,,,,,,University of Nebraska - Omaha  ,Assistant,134,New,*,*
"Zhu, Qiuming",Zhu,Qiuming,,,,,,University of Nebraska - Omaha  ,Full,134,,*,*
"Alexis, Kostas",Alexis,Kostas,https://scholar.google.com/citations?user=1rPSVNAAAAAJ&hl=en,,,,,University of Nevada - Reno  ,Associate,135,Assistant to Associate,*,*
"Arslan, Engin",Arslan,Engin,https://scholar.google.com/citations?user=F2TyKRgAAAAJ&hl=en&oi=sra,,,,,University of Nevada - Reno  ,Assistant,135,,*,*
"Badsha, Shahriar",Badsha,Shahriar,https://scholar.google.com/citations?hl=en&user=Zvr9kOwAAAAJ,,,,,University of Nevada - Reno  ,Assistant,135,New,*,*
"Bebis, George",Bebis,George,https://scholar.google.com/citations?user=-uRoVEUAAAAJ&hl=en,,,,,University of Nevada - Reno  ,Full,135,,*,*
"Dascalu, Sergiu",Dascalu,Sergiu,https://scholar.google.com/citations?user=RLoNJA4AAAAJ&hl=en,,,,,University of Nevada - Reno  ,Full,135,,*,*
"Egbert, Dwight",Egbert,Dwight,,,,,,University of Nevada - Reno  ,Full,135,,*,*
"Feil-Seifer, David",Feil-Seifer,David,https://scholar.google.com/citations?user=m1VxcKcAAAAJ&hl=en,,,,,University of Nevada - Reno  ,Associate,135,Assistant to Associate,*,*
"Folmer, Eelke",Folmer,Eelke,https://scholar.google.com/citations?user=1QermAgAAAAJ&hl=en,,,,,University of Nevada - Reno  ,Full,135,,*,*
David Feil-Seifer,Feil-Seifer,David,https://scholar.google.com/citations?user=m1VxcKcAAAAJ&hl=en&oi=ao,,,,,University of Nevada - Reno  ,Assistant,135,Not listed,-,-
"Gunes, Mehmet",Gunes,Mehmet,https://scholar.google.com/citations?user=CuIuzUsAAAAJ&hl=en,,,,,University of Nevada - Reno  ,Associate,135,Not listed,-,-
"Hand, Emily",Hand,Emily,https://scholar.google.com/citations?user=5oWxowoAAAAJ&hl=en&oi=ao,,,,,University of Nevada - Reno  ,Assistant,135,,*,*
"Harris Jr., Fred",Harris Jr.,Fred,https://scholar.google.com/citations?user=yhbUkg0AAAAJ&hl=en,,,,,University of Nevada - Reno  ,Full,135,,*,*
"La, Hung (Jim)",La,Hung,https://scholar.google.com/citations?user=uG-wAt0AAAAJ&hl=en,,,,,University of Nevada - Reno  ,Associate,135,Assistant to Associate,*,*
"Lui, Hui",Lin,Hui,https://scholar.google.com/citations?user=kPh6yWIAAAAJ&hl=en&oi=sra,,,,,University of Nevada - Reno  ,Assistant,135,Not listed,-,-
"Louis, Sushil",Louis,Sushil,https://scholar.google.com/citations?user=aHOOYsAAAAAJ&hl=en,,,,,University of Nevada - Reno  ,Full,135,,*,*
"Nguyen, Tin",Nguyen,Tin,https://scholar.google.com/citations?user=aUjOGMEAAAAJ&hl=en&oi=sra,,,,,University of Nevada - Reno  ,Assistant,135,,*,*
"Nicolescu, Mircea",Nicolescu,Mircea,https://scholar.google.com/citations?user=RENxVvAAAAAJ&hl=en,,,,,University of Nevada - Reno  ,Full,135,,*,*
"Nicolescu, Monica",Nicolescu,Monica,https://scholar.google.com/citations?user=CjRSS8MAAAAJ&hl=en,,,,,University of Nevada - Reno  ,Full,135,,*,*
"Papachristos, Christos",Papachristos,Christos,https://scholar.google.com/citations?hl=en&user=jmMI3eUAAAAJ,,,,,University of Nevada - Reno  ,Assistant,135,New,*,*
"Sengupta, Shamik",Sengupta,Shamik,https://scholar.google.com/citations?user=PqZY2oEAAAAJ&hl=en,,,,,University of Nevada - Reno  ,Associate,135,Assistant to Associate,*,*
"Shen, Haoting",Shen,Monica,https://scholar.google.com/citations?hl=en&user=Zah7r3MAAAAJ,,,,,University of Nevada - Reno  ,Assistant,135,New,*,*
"Tavakkoli, Alireza",Tavakkoli,Alireza,https://scholar.google.com/citations?user=BEVcZZYAAAAJ&hl=en&oi=ao,,,,,University of Nevada - Reno  ,Associate,135,,*,*
"Yan, Feng",Yan,Feng,https://scholar.google.com/citations?user=iLE0_VAAAAAJ&hl=en,,,,,University of Nevada - Reno  ,Assistant,135,,*,*
"Yang, Lei",Yang,Lei,https://scholar.google.com/citations?user=uztxAqsAAAAJ&hl=en,,,,,University of Nevada - Reno  ,Assistant,135,,*,*
"Zhao, Dongfang",Zhao,Dongfang,https://scholar.google.com/citations?user=ZFsLVTwAAAAJ,,,,,University of Nevada - Reno  ,Assistant,135,,*,*
Marina Kogan,Kogan,Marina,https://scholar.google.com/citations?user=ST-2CicAAAAJ&hl=en,,,,,University of New Mexico,Assistant,136,,-,-
Abdullah A. Mueen, Mueen,Abdullah,https://scholar.google.com/citations?user=OImDWloAAAAJ&hl=en,,,,,University of New Mexico,Assistant,136,,-,-
David Ackley,Ackley,David,https://scholar.google.com/citations?user=Sx9dTQoAAAAJ&hl=en,,,,,University of New Mexico,Associate,136,Not listed,-,-
Amanda Bienz,Bienz,Amanda,https://scholar.google.com/citations?hl=en&user=t-PU3mkAAAAJ,,,,,University of New Mexico,Assistant,136,New,*,*
Patrick G. Bridges,Bridges,Patrick,https://scholar.google.com/citations?user=Q10SbJQAAAAJ&hl=en,,,,,University of New Mexico,Full,136,,*,*
Leah Buechley,Buechley,Leah ,https://scholar.google.com/citations?hl=en&user=Z9VMSNgAAAAJ,,,,,University of New Mexico,Associate,136,,*,*
Jedidiah R. Crandall,Crandall,Jedidiah,https://scholar.google.com/citations?user=nOF9akgAAAAJ&hl=en,,,,,University of New Mexico,Associate,136,Not listed,-,-
Trilce Estrada,Estrada,Trilce,https://scholar.google.com/citations?user=pwzksPcAAAAJ&hl=en,,,,,University of New Mexico,Associate,136,Assistant to Associate,*,*
Thomas P. Hayes,Hayes,Thomas,https://scholar.google.com/citations?user=RsicLQsAAAAJ&hl=en,,,,,University of New Mexico,Associate,136,,*,*
Bruna Jacobson,Jacobson,Bruna ,,,,,,University of New Mexico,Assistant,136,New,*,*
Deepak Kapur,Kapur,Deepak,https://scholar.google.com/citations?user=U6XKBVIAAAAJ&hl=en,,,,,University of New Mexico,Full,136,,*,*
Matthew Lakin,Lakin,Matthew,https://scholar.google.com/citations?user=oowKR7MAAAAJ&hl=en,,,,,University of New Mexico,Assistant,136,,*,*
Shuang (Sean) Luan,Luan,Shuang,,,,,,University of New Mexico,Full,136,Associate to Full,*,*
Melanie Moses,Moses,Melanie,https://scholar.google.com/citations?user=WFZ4azsAAAAJ&hl=en,,,,,University of New Mexico,Full,136,Associate to Full,*,*
Abdullah A. Mueen,Mueen,Abdullah ,https://scholar.google.com/citations?hl=en&user=OImDWloAAAAJ,,,,,University of New Mexico,Associate,136,New,*,*
Gruia-Catalin Roman,Roman,Gruia-Catalin,,,,,,University of New Mexico,Full,136,,*,*
Jared Saia,Saia,Jared,https://scholar.google.com/citations?user=Ne9-wmAAAAAJ&hl=en,,,,,University of New Mexico,Full,136,,*,*
Darko Stefanovic,Stefanovic,Darko,https://scholar.google.com/citations?user=hd6nAfsAAAAJ&hl=en,,,,,University of New Mexico,Full,136,,*,*
Lydia Tapia,Tapia,Lydia,https://scholar.google.com/citations?user=V2LAAxUAAAAJ&hl=en,,,,,University of New Mexico,Associate,136,Assistant to Associate,*,*
Maria Vasek,Vasek,Maria,https://scholar.google.com/citations?user=vGlGPsYAAAAJ&hl=en,,,,,University of New Mexico,Assistant,136,Not listed,-,-
Lance Williams,Williams,Lance,https://scholar.google.com/citations?user=OJBW1aUAAAAJ&hl=en,,,,,University of New Mexico,Associate,136,,*,*
"Abdelguerfi, Mahdi",Abdelguerfi,Mahdi,,,,,,University of New Orleans  ,Full,137,,*,*
"Ahmed, Irfan",Ahmed,Irfan,https://scholar.google.com/citations?user=JXrXUC4AAAAJ&hl=en,,,,,University of New Orleans  ,Assistant,137,Not listed,-,-
"Arifuzzaman, Shaikh",Arifuzzaman,Shaikh,https://scholar.google.com/citations?user=_DSRMYIAAAAJ&hl=en,,,,,University of New Orleans  ,Assistant,137,,*,*
"DePano, Adlai",DePano,Adlai,,,,,,University of New Orleans  ,Associate,137,,*,*
"Eishita, Farjana",Eishita,Farjana,https://scholar.google.com/citations?hl=en&user=4ZXo01IAAAAJ,,,,,University of New Orleans  ,Assistant,137,,*,*
"Hoque, Tamjidul",Hoque,Tamjidul,https://scholar.google.com/citations?user=8tQmDZQAAAAJ&hl=en,,,,,University of New Orleans  ,Associate,137,Assistant to Associate,*,*
"Nur, Abdullah Yasin",Nur,Abdullah ,https://scholar.google.com/citations?hl=en&user=hxKxyYYAAAAJ,,,,,University of New Orleans  ,Assistant,137,New,*,*
"Roussev, Vassil",Roussev,Vassil,https://scholar.google.com/citations?user=dOcAjLEAAAAJ&hl=en,,,,,University of New Orleans  ,Full,137,Associate to Full,*,*
Ben Samuel,Samual,Ben,https://scholar.google.com/citations?user=hFboSPEAAAAJ&hl=en&oi=ao,,,,,University of New Orleans  ,Assistant,137,,*,*
"Summa, Christopher",Summa,Christopher,https://scholar.google.com/citations?user=NcuTbf0AAAAJ&hl=en,,,,,University of New Orleans  ,Associate,137,,*,*
"Tu, Shengru",Tu,Shengru,,,,,,University of New Orleans  ,Full,137,,*,*
"Vadrevu, Phani",Phani,Vadrevu,https://scholar.google.com/citations?hl=en&user=tjlBAEIAAAAJ,,,,,University of New Orleans  ,Assistant,137,New,*,*
"Wagner, James",Wagner,James,https://scholar.google.com/citations?hl=en&user=VENZ1N4AAAAJ,,,,,University of New Orleans  ,Assistant,137,New,*,*
"Ware, Stephen",Ware,Stephen,https://scholar.google.com/citations?user=mkFBt8oAAAAJ&hl=en,,,,,University of New Orleans  ,Assistant,137,Not listed,-,-
"Yoo, Hyunguk",Yoo,Hyunguk,https://scholar.google.com/citations?hl=en&user=M2nERckAAAAJ,,,,,University of New Orleans  ,Assistant,137,New,*,*
"Zibran, Minhaz",Zibran,Minhaz,https://scholar.google.com/citations?user=clmylLAAAAAJ&hl=en,,,,,University of New Orleans  ,Associate,137,Assistant to Associate,*,*
Stan Ahalt,Ahalt,Stan,,,,,,University of North Carolina - Chapel Hill  ,Full,138,,*,*
Ron Alterovitz,Alterovitz,Ron,https://scholar.google.com/citations?user=-XEZA0UAAAAJ&hl=en,,,,,University of North Carolina - Chapel Hill  ,Full,138,Associate to Full,*,*
James Anderson,Anderson,James,https://scholar.google.com/citations?user=mIZu9oQAAAAJ&hl=en,,,,,University of North Carolina - Chapel Hill  ,Full,138,,*,*
Mohit Bansal,Bansal,Mohit,https://scholar.google.com/citations?user=DN8QtscAAAAJ&hl=en&oi=ao,,,,,University of North Carolina - Chapel Hill  ,Associate,138,Assistant to Associate,*,*
Tamara Berg,Berg,Tamara,https://scholar.google.com/citations?user=4HrSWNcAAAAJ&hl=en,,,,,University of North Carolina - Chapel Hill  ,Associate,138,Not Listed,-,-
Alexander Berg,Berg,Alex,https://scholar.google.com/citations?user=jjEht8wAAAAJ&hl=en,,,,,University of North Carolina - Chapel Hill  ,Associate,138,Research Professor,-,-
Gary Bishop,Bishop,Gary,https://scholar.google.com/citations?user=VV48RpEAAAAJ&hl=en,,,,,University of North Carolina - Chapel Hill  ,Full,138,Not listed,-,-
Samarjit Chakraborty,Chakraborty,Samarjit,https://scholar.google.com/citations?hl=en&user=ez7zZa8AAAAJ,,,,,University of North Carolina - Chapel Hill  ,Full,138,New,*,*
Snigdha Chaturvedi,Chaturvedi,Snigdha ,https://scholar.google.com/citations?hl=en&user=gZD3EesAAAAJ,,,,,University of North Carolina - Chapel Hill  ,Assistant,138,New,*,*
Prasun Dewan,Dewan,Prasun,https://scholar.google.com/citations?user=rRxC18AAAAAJ&hl=en,,,,,University of North Carolina - Chapel Hill  ,Full,138,,*,*
Parasara Sridhar Duggirala,Duggirala,Parasara ,https://scholar.google.com/citations?hl=en&user=00S6A4IAAAAJ,,,,,University of North Carolina - Chapel Hill  ,Assistant,138,New,*,*
Jan-Michael Frahm,Frahm,Jan-Michael,https://scholar.google.com/citations?user=3YOe4NMAAAAJ&hl=en,,,,,University of North Carolina - Chapel Hill  ,Full,138,,*,*
Henry Fuchs,Fuchs,Henry,https://scholar.google.com/citations?user=guhwcP8AAAAJ&hl=en,,,,,University of North Carolina - Chapel Hill  ,Full,138,,*,*
Kevin Jeffay,Jeffay,Kevin,https://scholar.google.com/citations?user=J12C3nYAAAAJ&hl=en,,,,,University of North Carolina - Chapel Hill  ,Full,138,,*,*
Jasleen Kaur,Kaur,Jasleen,https://scholar.google.com/citations?hl=en&user=R3ytYEoAAAAJ,,,,,University of North Carolina - Chapel Hill  ,Associate,138,,*,*
Dinesh Manocha,Manocha,Dinesh,https://scholar.google.com/citations?user=X08l_4IAAAAJ&hl=en,,,,,University of North Carolina - Chapel Hill  ,Full,138,Research Professor,-,-
Ketan Mayer-Patel,Mayer-Patel,Ketan,https://scholar.google.com/citations?user=S4GP-G4AAAAJ&hl=en,,,,,University of North Carolina - Chapel Hill  ,Associate,138,,*,*
Leonard McMillan,McMillan,Leonard,https://scholar.google.com/citations?user=z6cJOmMAAAAJ&hl=en,,,,,University of North Carolina - Chapel Hill  ,Associate,138,,*,*
Fabian Monrose,Monrose,Fabian,https://scholar.google.com/citations?user=a6u7NTgAAAAJ&hl=en,,,,,University of North Carolina - Chapel Hill  ,Full,138,,*,*
Marc Niethammer,Niethammer,Marc,https://scholar.google.com/citations?user=KqtBi6MAAAAJ&hl=en,,,,,University of North Carolina - Chapel Hill  ,Full,138,Associate to Full,*,*
Shahriar Nirjon,Nirjon,Shahriar,https://scholar.google.com/citations?user=CsGlDGEAAAAJ&hl=en&oi=ao,,,,,University of North Carolina - Chapel Hill  ,Assistant,138,,*,*
Junier Oliva,Oliva,Junier ,https://scholar.google.com/citations?hl=en&user=CqH_t6MAAAAJ,,,,,University of North Carolina - Chapel Hill  ,Assistant,138,New,*,*
Stephen M. Pizer,Pizer,Stephen M.,,,,,,University of North Carolina - Chapel Hill  ,Full,138,,*,*
David Plaisted,Plaisted,David,https://scholar.google.com/citations?user=g3n4IKUAAAAJ&hl=en,,,,,University of North Carolina - Chapel Hill  ,Full,138,,*,*
Donald Porter,Porter,Donald,https://scholar.google.com/citations?user=jVOPqi0AAAAJ&hl=en,,,,,University of North Carolina - Chapel Hill  ,Associate,138,Assistant to Associate,*,*
Jan F. Prins,Prins,Jan F.,https://scholar.google.com/citations?user=VFMbBPgAAAAJ&hl=en,,,,,University of North Carolina - Chapel Hill  ,Full,138,,*,*
Colin Raffel,Raffel,Colin ,https://scholar.google.com/citations?hl=en&user=I66ZBYwAAAAJ,,,,,University of North Carolina - Chapel Hill  ,Assistant,138,New,*,*
Michael Reiter,Reiter,Michael,https://scholar.google.com/citations?user=qAKfQW0AAAAJ&hl=en,,,,,University of North Carolina - Chapel Hill  ,Full,138,Research Professor,-,-
Montek Singh,Singh,Montek,,,,,,University of North Carolina - Chapel Hill  ,Associate,138,,*,*
Jack Snoeyink,Snoeyink,Jack,https://scholar.google.com/citations?user=fIoDWp8AAAAJ&hl=en,,,,,University of North Carolina - Chapel Hill  ,Full,138,,*,*
Shashank Srivastava,Srivastava,Shashank ,https://scholar.google.com/citations?hl=en&user=-vKI5s0AAAAJ,,,,,University of North Carolina - Chapel Hill  ,Assistant,138,New,*,*
Natalie Stanley,Stanley,Natalie,https://scholar.google.com/citations?hl=en&user=ak3dqLoAAAAJ,,,,,University of North Carolina - Chapel Hill  ,Assistant,138,New,*,*
David Stotts,Stotts,David,,,,,,University of North Carolina - Chapel Hill  ,Full,138,,*,*
Cynthia Sturton,Sturton,Cynthia,https://scholar.google.com/citations?user=hOlkT4sAAAAJ&hl=en,,,,,University of North Carolina - Chapel Hill  ,Associate,138,Assistant to Associate,*,*
"Akella, Srinivas",Akella,Srinivas,https://scholar.google.com/citations?user=vPOJwdkAAAAJ&hl=en&oi=ao,,,,,University of North Carolina - Charlotte  ,Full,139,,*,*
"Bunescu, Razvan",Bunescu,Razvan,https://scholar.google.com/citations?hl=en&user=fi4HWW8AAAAJ,,,,,University of North Carolina - Charlotte  ,Associate,139,New,*,*
"Chen, Keh-Hsun",Chen,Keh-Hsun,,,,,,University of North Carolina - Charlotte  ,Full,139,Retired,-,-
"Cheng, Dazhao",Cheng,Dazhao,https://scholar.google.com/citations?user=rRsraIwAAAAJ&hl=en&oi=ao,,,,,University of North Carolina - Charlotte  ,Assistant,139,,*,*
"Cukic, Bojan",Cukic,Bojan,https://scholar.google.com/citations?user=B7N812UAAAAJ&hl=en&oi=ao,,,,,University of North Carolina - Charlotte  ,Full,139,,-,-
"Dai, Dong",Dai,Dong,https://scholar.google.com/citations?hl=en&user=wGF_4JsAAAAJ,,,,,University of North Carolina - Charlotte  ,Assistant,139,New,*,*
"Dou, Wenwen",Dou,Wenwen,https://scholar.google.com/citations?user=NRrQjcIAAAAJ&hl=en&oi=ao,,,,,University of North Carolina - Charlotte  ,Assistant,139,,*,*
"Fan, Jianping",Fan,Jianping,https://scholar.google.com/citations?user=f9td9jIAAAAJ&hl=en&oi=ao,,,,,University of North Carolina - Charlotte  ,Full,139,,*,*
"Fan, Liyue",Fan,Liyue,https://scholar.google.com/citations?hl=en&user=mPJmXakAAAAJ,,,,,University of North Carolina - Charlotte  ,Assistant,139,New,*,*
"Krishnan, Siddharth",Krishnan,Siddharth,https://scholar.google.com/citations?hl=en&user=I8HrLhQAAAAJ,,,,,University of North Carolina - Charlotte  ,Assistant,139,New,*,*
"Lee, Jake",Lee,Jake,https://scholar.google.com/citations?user=awrLUJ4AAAAJ&hl=en&oi=sra,,,,,University of North Carolina - Charlotte  ,Assistant,139,,*,*
"Lu, Aidong",Lu,Aidong,https://scholar.google.com/citations?hl=en&user=8GNkuKYAAAAJ,,,,,University of North Carolina - Charlotte  ,Full,139,Associate to Full,*,*
"Mili, Fatma",Mili,Fatma,https://scholar.google.com/citations?user=8GNkuKYAAAAJ&hl=en,,,,,University of North Carolina - Charlotte  ,Full,139,Not listed,-,-
"Mostafavi, Taghi",Mostafavi,Taghi,https://scholar.google.com/citations?hl=en&user=O_pNnSUAAAAJ,,,,,University of North Carolina - Charlotte  ,Associate,139,,*,*
"Ras, Zbigniew",Ras,Zbigniew,https://scholar.google.com/citations?user=2ihGAJkAAAAJ&hl=en&oi=ao,,,,,University of North Carolina - Charlotte  ,Full,139,,*,*
"Rooshenas, Pedram",Rooshenas,Pedram,https://scholar.google.com/citations?hl=en&user=ncHbkrQAAAAJ,,,,,University of North Carolina - Charlotte  ,Assistant,139,New,*,*
"Saule, Erik",Saule,Erik,https://scholar.google.com/citations?user=QoClHFIAAAAJ&hl=en&oi=ao,,,,,University of North Carolina - Charlotte  ,Associate,139,Assistant to Associate,*,*
"Shaikh, Samira",Shaikh,Samira,https://scholar.google.com/citations?user=IM-64IoAAAAJ&hl=en&oi=ao,,,,,University of North Carolina - Charlotte  ,Assistant,139,,*,*
"Shin, Min",Shin,Min,https://scholar.google.com/citations?user=BVPAmrwAAAAJ&hl=en&oi=ao,1653,18,27,50,University of North Carolina - Charlotte  ,Full,139,New,*,*
"Su, Hsin-Hao",Su,Hsin-Hao,https://scholar.google.com/citations?user=SIJF2zcAAAAJ&hl=en,,,,,University of North Carolina - Charlotte  ,Assistant,139,Not listed,-,-
"Subramanian, Kalpathi",Subramanian,Kalpathi,https://scholar.google.com/citations?user=dKJr2vwAAAAJ&hl=en&oi=ao,,,,,University of North Carolina - Charlotte  ,Associate,139,,*,*
"Terejanu, Gabriel",Terejanu,Gabriel,https://scholar.google.com/citations?hl=en&user=Z7LP12kAAAAJ,,,,,University of North Carolina - Charlotte  ,Associate,139,New,*,*
"Wang, Yu",Wang,Yu,https://scholar.google.com/citations?user=ouPBv-wAAAAJ&hl=en,,,,,University of North Carolina - Charlotte  ,Full,139,Adjunct,-,-
"Wang, Pu",Wang,Pu,https://scholar.google.com/citations?user=0buJlAUAAAAJ&hl=en,,,,,University of North Carolina - Charlotte  ,Assistant,139,,*,*
"Wartell, Zachary",Wartell,Zachary,https://scholar.google.com/citations?user=_U2AXxMAAAAJ&hl=en,,,,,University of North Carolina - Charlotte  ,Associate,139,,*,*
"Xiao, Jing",Xiao,Jing,,,,,,University of North Carolina - Charlotte  ,Full,139,,*,*
"Yan, Yonghong",Yan,Yonghong,https://scholar.google.com/citations?hl=en&user=5gWChxIAAAAJ,,,,,University of North Carolina - Charlotte  ,Associate,139,Not listed,-,-
