full,last,first,link,citations,h-index,i10,t10,university,rank,UniversityID,comment,"* = confirmed, - = remove",trim
"Jin, Kevin",Jin,Kevin,https://scholar.google.com/citations?hl=en&user=yzpOyP0AAAAJ,,,,,University of Arkansas - Fayetteville  ,Associate,90,New,*,*
"Le, Thi Hoang Ngan ",Le,Thi Hoang Ngan ,,,,,,University of Arkansas - Fayetteville  ,Assistant,90,New,*,*
"Li, Wing Ning",Li,Wing Ning,NaN,,,5,7,University of Arkansas - Fayetteville  ,Full,90,New,*,*
"Li, Qinghua",Li,Qinghua,https://scholar.google.com/citations?user=bRTsPsEAAAAJ&hl=en&oi=ao,,,,,University of Arkansas - Fayetteville  ,Associate,90,Assistant to Associate,*,*
"Liu, Xiaoqing",Liu,Xiaoqing,https://scholar.google.com/citations?hl=en&user=8ac8nKkAAAAJ,,,,,University of Arkansas - Fayetteville  ,Full,90,Not listed,-,-
"Luu, Khoa",Luu,Khoa,https://scholar.google.com/citations?hl=en&user=JPAl8-gAAAAJ,,,,,University of Arkansas - Fayetteville  ,Assistant,90,New,*,*
"Nakarmi, Ukash",Nakarmi,Ukash,https://scholar.google.com/citations?hl=en&user=xu5gK8wAAAAJ,,,,,University of Arkansas - Fayetteville  ,Assistant,90,New,*,*
"Nelson, Alexander",Nelson,Alexander,https://scholar.google.com/citations?hl=en&user=USYVMjwAAAAJ,,,,,University of Arkansas - Fayetteville  ,Assistant,90,New,*,*
"Panda, Brajendra",Panda,Brajendra,https://scholar.google.com/citations?user=BnPJWCUAAAAJ&hl=en&oi=ao,,,,,University of Arkansas - Fayetteville  ,Full,90,,*,*
"Parkerson, Pat",Parkerson,Pat,,,,,,University of Arkansas - Fayetteville  ,Associate,90,Electrical,-,-
"Patitz, Matthew",Patitz,Matthew,https://scholar.google.com/citations?user=fv8RSFgAAAAJ&hl=en&oi=ao,,,,,University of Arkansas - Fayetteville  ,Associate,90,,*,*
"Peng, Yarui",Peng,Yarui,https://scholar.google.com/citations?hl=en&user=4e9jdpMAAAAJ,,,,,University of Arkansas - Fayetteville  ,Assistant,90,"New, Electrical",-,-
"Streeter, Lora",Streeter,Lora,,,,,,University of Arkansas - Fayetteville  ,Assistant,90,New,*,*
"Thompson, Dale",Thompson,Dale,https://scholar.google.com/citations?user=AKyy-y0AAAAJ&hl=en&oi=ao,,,,,University of Arkansas - Fayetteville  ,Associate,90,,*,*
"Wu, Xintao",Wu,Xintao,https://scholar.google.com/citations?user=ABnrRqQAAAAJ&hl=en&oi=ao,,,,,University of Arkansas - Fayetteville  ,Full,90,,*,*
"Zhan, Justin",Zhan,Justin,NaN,,,106,53,University of Arkansas - Fayetteville  ,Full,90,"New, Data Science",*,*
"Zhang, Lu",Zhang,Lu,https://scholar.google.com/citations?hl=en&user=06ms8fMAAAAJ,,,,,University of Arkansas - Fayetteville  ,Assistant,90,New,*,*
"Baker, Albert",Baker,Albert,NaN,,,5,0,University of Arkansas - Little Rock  ,Associate,91,New,*,*
"Chiang, Chia-Chu",Chiang,Chia-Chu,https://scholar.google.com/citations?user=czvk1hoAAAAJ&hl=en&oi=ao,,,,,University of Arkansas - Little Rock  ,Full,91,,*,*
"Huff, Philip",Huff,Philip,https://scholar.google.com/citations?hl=en&user=QF1_WOYAAAAJ,,,,,University of Arkansas - Little Rock  ,Assistant,91,New,*,*
"Milanova, Mariofanna",Milanova,Mariofanna,https://scholar.google.com/citations?user=oJr0BfEAAAAJ&hl=en&oi=ao,,,,,University of Arkansas - Little Rock  ,Full,91,,*,*
"Minsker, Steven",Minsker,Steven,,,,,,University of Arkansas - Little Rock  ,Full,91,Not listed,-,-
"Rodriguez-Conde, Ivan",Rodriguez-Conde,Ivan,,,,,,University of Arkansas - Little Rock  ,Assistant,91,New,*,*
"Springer, Jan P.",Springer,Jan ,https://scholar.google.com/citations?hl=en&user=_eccT8MAAAAJ,,,,,University of Arkansas - Little Rock  ,Associate,91,New,*,*
"Tang, Peiyi",Tang,Peiyi,,,,,,University of Arkansas - Little Rock  ,Full,91,Not listed,-,-
"Xie, Mengjun",Xie,Mengjun,https://scholar.google.com/citations?user=a9BMHCoAAAAJ&hl=en&oi=ao,,,,,University of Arkansas - Little Rock  ,Associate,91,Not listed,-,-
Caroline Cruz,Cruz,Carolina,https://scholar.google.com/citations?user=A0mJXMsAAAAJ&hl=en&oi=sra,,,,,University of Arkansas - Little Rock  ,Full,92,Not listed,-,-
Pieter Abbeel,Abbeel,Pieter,https://scholar.google.com/citations?user=vtwH6GkAAAAJ&hl=en,,,,,University of California - Berkeley  ,Full,92,Associate to Full,*,*
Rediet Abebe,Abebe,Rediet ,https://scholar.google.com/citations?hl=en&user=mO15JvwAAAAJ,,,,,University of California - Berkeley  ,Assistant,92,New,*,*
Venkat Anantharam,Anantharam,Venkat ,NaN,,,93,192,University of California - Berkeley  ,Full,92,New,*,*
Gopala Krishna Anumanchipalli,Anumanchipalli,Gopala ,https://scholar.google.com/citations?hl=en&user=VecEj6kAAAAJ,,,,,University of California - Berkeley  ,Assistant,92,New,*,*
Krste Asanovic,Asanovic,Krste,https://scholar.google.com/citations?user=e4I7ihkAAAAJ&hl=en,,,,,University of California - Berkeley  ,Full,92,,*,*
David Bamman,Bamman,David,https://scholar.google.com/citations?user=RkA1y54AAAAJ&hl=en&oi=ao,,,,,University of California - Berkeley  ,Assistant,92,,*,*
Ruzena Bajcsy,Bajcsy,Ruzena,https://scholar.google.com/citations?user=s9Ikf1EAAAAJ&hl=en,,,,,University of California - Berkeley  ,Full,92,Retired,-,-
Peter Bartlett,Bartlett,Peter,https://scholar.google.com/citations?user=yQNhFGUAAAAJ&hl=en,,,,,University of California - Berkeley  ,Full,92,,*,*
Alexandre Bayen,Bayen,Alexandre,https://scholar.google.com/citations?user=a5nY-pYAAAAJ&hl=zh-CN&oi=ao,,,,,University of California - Berkeley  ,Full,92,,*,*
Christian Borgs,Borgs,Christian ,https://scholar.google.com/citations?hl=en&user=B847xq8AAAAJ,,,,,University of California - Berkeley  ,Full,92,New,*,*
John F. Canny,Canny,John F.,https://scholar.google.com/citations?user=LAv0HTEAAAAJ&hl=en&oi=sra,,,,,University of California - Berkeley  ,Full,92,,*,*
Sarah Chasins,Chasins,Sarah ,https://scholar.google.com/citations?hl=en&user=-5Em-tcAAAAJ,,,,,University of California - Berkeley  ,Assistant,92,New,*,*
Jennifer Chayes,Chayes,Jennifer ,https://scholar.google.com/citations?user=YAHWbtkAAAAJ&hl=en&oi=ao,12892,64,161,239,University of California - Berkeley  ,Full,92,New,*,*
Alvin Cheung,Cheung,Alvin ,,,,,,University of California - Berkeley  ,Assistant,92,New,*,*
Alessandro Chiesa,Chiesa,Alessandro,https://scholar.google.com/citations?user=rW1Bio0AAAAJ&hl=en,,,,,University of California - Berkeley  ,Assistant,92,,*,*
John Chuang,Chuang,John ,https://scholar.google.com/citations?hl=en&user=AaMR6EQAAAAJ,,,,,University of California - Berkeley  ,Full,92,"New, Biosystems & Computational Biology (BIO); Information, Data, Network, and Communication Sciences (IDNCS); Operating Systems & Networking (OSNT); Security (SEC)",*,*
Thomas Courtade,Courtade,Thomas ,https://scholar.google.com/citations?hl=en&user=xRmmtzIAAAAJ,,,,,University of California - Berkeley  ,Associate,92,New,*,*
Natacha Crooks,Crooks,Natacha ,https://scholar.google.com/citations?hl=en&user=Qajl4Z8AAAAJ,,,,,University of California - Berkeley  ,Assistant,92,New,*,*
David E. Culler,Culler,David E.,https://scholar.google.com/citations?user=urTiL7QAAAAJ&hl=en&oi=sra,,,,,University of California - Berkeley  ,Full,92,Not listed,-,-
James Demmel,Demmel,James,https://scholar.google.com/citations?hl=en&user=By1xdxEAAAAJ,,,,,University of California - Berkeley  ,Full,92,,*,*
Anca Dragan,Dragan,Anca,https://scholar.google.com/citations?user=UgHB5oAAAAAJ&hl=zh-CN&oi=ao,,,,,University of California - Berkeley  ,Assistant,92,,*,*
Prabal Dutta,Dutta,Prabal,https://scholar.google.com/citations?user=H790-zwAAAAJ&hl=en&oi=sra,,,,,University of California - Berkeley  ,Associate,92,Electrical,-,-
Alexei (Alyosha) Efros,Efros,Alexei (Alyosha),https://scholar.google.com/citations?user=d97bGd8AAAAJ&hl=en,,,,,University of California - Berkeley  ,Full,92,Associate to Full,*,*
Hany Farid,Farid,Hany ,https://scholar.google.com/citations?hl=en&user=3OKn_UYAAAAJ,,,,,University of California - Berkeley  ,Full,92,New,*,*
Armando Fox,Fox,Armando,https://scholar.google.com/citations?user=GXJqtYUAAAAJ&hl=en,,,,,University of California - Berkeley  ,Full,92,,*,*
Sanjam Garg,Garg,Sanjam,https://scholar.google.com/citations?user=mb8mQH8AAAAJ&hl=en,,,,,University of California - Berkeley  ,Associate,92,,*,*
Jack Gallant,Gallant,Jack,https://scholar.google.com/citations?user=nSZG-vcAAAAJ&hl=en&oi=ao,,,,,University of California - Berkeley  ,Full,92,Biosystems & Computational Biology (BIO),-,-
Laurent El Ghaoui,El Ghaoui,Laurent,https://scholar.google.com/citations?user=3XLQbL8AAAAJ&hl=en,,,,,University of California - Berkeley  ,Full,92,Not listed,-,-
Ken Goldberg,Goldberg,Ken,https://scholar.google.com/citations?user=8fztli4AAAAJ&hl=en,,,,,University of California - Berkeley  ,Full,92,,*,*
Shafi Goldwasser,Goldwasser,Shafi,,,,,,University of California - Berkeley  ,Full,92,,*,*
Joseph Gonzalez,Gonzalez,Joseph,https://scholar.google.com/citations?user=gM2WW9UAAAAJ&hl=en,,,,,University of California - Berkeley  ,Assistant,92,,*,*
Thomas Griffiths,Griffiths,Thomas,https://scholar.google.com/citations?hl=en&user=UAwKvEsAAAAJ,,,,,University of California - Berkeley  ,Associate,92,Not listed,-,-
Nika Haghtalab,Haghtalab,Nika ,https://scholar.google.com/citations?hl=en&user=C6pnolkAAAAJ,,,,,University of California - Berkeley  ,Assistant,92,New,*,*
Moritz Hardt,Hardt,Moritz,https://scholar.google.com/citations?user=adnTgaAAAAAJ&hl=en&oi=ao,,,,,University of California - Berkeley  ,Assistant,92,,*,*
Björn Hartmann,Hartmann,Björn ,https://scholar.google.com/citations?user=aZMY6_UAAAAJ&hl=en,,,,,University of California - Berkeley  ,Associate,92,,*,*
Marti Hearst,Hearst,Marti,https://scholar.google.com/citations?user=Yy6xbCYAAAAJ&hl=en,,,,,University of California - Berkeley  ,Full,92,,*,*
Joseph M. Hellerstein,Hellerstein,Joseph M.,https://scholar.google.com/citations?user=uFJi3IUAAAAJ&hl=en&oi=sra,,,,,University of California - Berkeley  ,Full,92,,*,*
Nilah Ioannidis,Ioannidis,Nilah ,https://scholar.google.com/citations?hl=en&user=uNNLZxYAAAAJ,,,,,University of California - Berkeley  ,Assistant,92,Biosystems & Computational Biology (BIO),*,*
Jiantao Jiao,Jiao,Jiantao ,https://scholar.google.com/citations?hl=en&user=aO8KpGcAAAAJ,,,,,University of California - Berkeley  ,Assistant,92,New,*,*
Michael Jordan,Jordan,Michael ,https://scholar.google.com/citations?hl=en&user=yxUduqMAAAAJ,,,,,University of California - Berkeley  ,Full,92,New,*,*
Anthony D. Joseph,Joseph,Anthony ,https://scholar.google.com/citations?hl=en&user=xdGKgtcAAAAJ,,,,,University of California - Berkeley  ,Full,92,New,*,*
Angjoo Kanazawa,Kanazawa,Angjoo ,https://scholar.google.com/citations?hl=en&user=Ci-_QYIAAAAJ,,,,,University of California - Berkeley  ,Assistant,92,New,*,*
Richard M. Karp,Karp,Richard M.,https://scholar.google.com/citations?hl=en&user=bYp8FsAAAAAJ,,,,,University of California - Berkeley  ,Full,92,Not listed,-,-
Randy H. Katz,Katz,Randy H.,https://scholar.google.com/citations?user=PkfChMgAAAAJ&hl=en&oi=sra,,,,,University of California - Berkeley  ,Full,92,,*,*
Daniel Klein,Klein,Daniel ,https://scholar.google.com/citations?hl=en&user=jJRiZR8AAAAJ,27991,73,162,556,University of California - Berkeley  ,Full,92,New,*,*
John D. Kubiatowicz,Kubiatowicz,John D.,https://scholar.google.com/citations?user=00M1AqQAAAAJ&hl=en&oi=sra,,,,,University of California - Berkeley  ,Full,92,,*,*
Sergey Levine,Levine,Sergey,https://scholar.google.com/citations?user=8R35rCwAAAAJ&hl=zh-CN&oi=ao,,,,,University of California - Berkeley  ,Full,92,,*,*
Jennifer Listgarten,Listgarten,Jennifer,https://scholar.google.com/citations?user=jhPhgf4AAAAJ&hl=en&oi=sra,,,,,University of California - Berkeley  ,Full,92,,*,*
Michael Lustig,Lustig,Michael,https://scholar.google.com/citations?user=EWY1qlkAAAAJ&hl=en&oi=sra,,,,,University of California - Berkeley  ,Full,92,,*,*
Jitendra Malik,Malik,Jitendra,https://scholar.google.com/citations?user=oY9R5YQAAAAJ&hl=en,,,,,University of California - Berkeley  ,Full,92,,*,*
Jelani Nelson,Nelson,Jelani ,https://scholar.google.com/citations?hl=en&user=W6gQqWcAAAAJ,,,,,University of California - Berkeley  ,Full,92,New,*,*
Ren Ng,Ng,Ren,https://scholar.google.com/citations?user=6H0mhLUAAAAJ&hl=zh-CN,,,,,University of California - Berkeley  ,Assistant,92,,*,*
James O'Brien,O'Brien,James,https://scholar.google.com/citations?user=UWZA0v4AAAAJ&hl=en,,,,,University of California - Berkeley  ,Full,92,,*,*
Aditya Parameswaran,Parameswaran,Aditya ,https://scholar.google.com/citations?hl=en&user=VeB3UbcAAAAJ,,,,,University of California - Berkeley  ,Assistant,92,New,*,*
Eric Paulos,Paulos,Eric,https://scholar.google.com/citations?user=K__JmtcAAAAJ&hl=en,,,,,University of California - Berkeley  ,Associate,92,,*,*
Vern Paxson,Paxson,Vern,https://scholar.google.com/citations?user=HvwPRJ0AAAAJ&hl=en,,,,,University of California - Berkeley  ,Full,92,,*,*
Kristofer Pister,Pister,Kristofer,https://scholar.google.com/citations?user=mnAk4HIAAAAJ&hl=en&oi=sra,,,,,University of California - Berkeley  ,Full,92,Electrical,-,-
Raluca Popa,Popa,Raluca,https://scholar.google.com/citations?user=NvKHgzkAAAAJ&hl=en,,,,,University of California - Berkeley  ,Assistant,92,,*,*
Jonathan Ragan-Kelley,Ragan-Kelley,Jonathan,https://scholar.google.com/citations?user=nBcay4oAAAAJ&hl=zh-CN&oi=ao,,,,,University of California - Berkeley  ,Assistant,92,,*,*
Prasad Raghavendra,Raghavendra,Prasad,https://scholar.google.com/citations?user=t5KSayQAAAAJ&hl=en,,,,,University of California - Berkeley  ,Associate,92,,*,*
Satish Rao,Rao,Satish,https://scholar.google.com/citations?user=62Uqu6wAAAAJ&hl=en,,,,,University of California - Berkeley  ,Full,92,,*,*
Sylvia Ratnasamy,Ratnasamy,Sylvia,https://scholar.google.com/citations?user=sAdDcvQAAAAJ&hl=en,,,,,University of California - Berkeley  ,Full,92,Associate to Full,*,*
Benjamin Recht,Recht,Benjamin,https://scholar.google.com/citations?user=a_dbdxAAAAAJ&hl=en,,,,,University of California - Berkeley  ,Associate,92,,*,*
Jaijeet Roychowdhury,Roychowdhury,Jaijeet ,https://scholar.google.com/citations?hl=en&user=XQE7DTgAAAAJ,,,,,University of California - Berkeley  ,Full,92,New,*,*
Stuart J. Russell,Russell,Stuart J.,https://scholar.google.com/citations?user=2oy3OXYAAAAJ&hl=en&oi=sra,,,,,University of California - Berkeley  ,Full,92,,*,*
Anant Sahai,Sahai,Anant ,https://scholar.google.com/citations?hl=en&user=4gWt4fgAAAAJ,,,,,University of California - Berkeley  ,Full,92,New,*,*
Niloufar Salehi,Salehi,Niloufar ,https://scholar.google.com/citations?hl=en&user=E0Zbuu8AAAAJ,,,,,University of California - Berkeley  ,Assistant,92,New,*,*
S. Shankar Sastry,Sastry,Shankar,https://scholar.google.com/citations?hl=en&user=KgZxzjsAAAAJ,,,,,University of California - Berkeley  ,Full,,New,*,*
Koushik Sen,Sen,Koushik,https://scholar.google.com/citations?user=Vn3L_ioAAAAJ&hl=en,,,,,University of California - Berkeley  ,Full,92,Associate to Full,*,*
Sanjit A. Seshia,Seshia,Sanjit A.,https://scholar.google.com/citations?user=SlZavnIAAAAJ&hl=en,,,,,University of California - Berkeley  ,Full,92,,*,*
Sophia Shao,Shao,Sophia ,https://scholar.google.com/citations?hl=en&user=YoSGjoUAAAAJ,,,,,University of California - Berkeley  ,Assistant,92,New,*,*
Scott Shenker,Shenker,Scott,https://scholar.google.com/citations?user=GUAoEcAAAAAJ&hl=en,,,,,University of California - Berkeley  ,Full,92,,*,*
Jonathan Shewchuk,Shewchuk,Jonathan,https://scholar.google.com/citations?user=R9ZW47sAAAAJ&hl=en,,,,,University of California - Berkeley  ,Full,92,,*,*
Alistair Sinclair,Sinclair,Alistair,,,,,,University of California - Berkeley  ,Full,92,,*,*
Dawn Song,Song,Dawn,https://scholar.google.com/citations?user=84WzBlYAAAAJ&hl=en,,,,,University of California - Berkeley  ,Full,92,,*,*
Yun S. Song,Song,Yun S.,,,,,,University of California - Berkeley  ,Full,92,,*,*
Jacob Steinhardt,Steinhardt,Jacob ,https://scholar.google.com/citations?hl=en&user=LKv32bgAAAAJ,,,,,University of California - Berkeley  ,Assistant,92,New,*,*
Ion Stoica,Stoica,Ion,https://scholar.google.com/citations?user=vN-is70AAAAJ&hl=en&oi=ao,,,,,University of California - Berkeley  ,Full,92,,*,*
Bernd Sturmfels,Sturmfels,Bernd,https://scholar.google.com/citations?user=Bwtxxf8AAAAJ&hl=en,,,,,University of California - Berkeley  ,Full,92,,*,*
Avishay Tal,Tal,Avishay ,https://scholar.google.com/citations?user=4pytJD8AAAAJ&hl=iw,,,,,University of California - Berkeley  ,Assistant,92,New,*,*
Luca Trevisan,Trevisan,Luca,https://scholar.google.com/citations?user=4yuKD_AAAAAJ&hl=zh-CN&oi=ao,,,,,University of California - Berkeley  ,Full,92,Not listed,-,-
Doug Tygar,Tygar,Doug,,,,,,University of California - Berkeley  ,Full,92,Not listed,-,-
Umesh Vazirani,Vazirani,Umesh,,,,,,University of California - Berkeley  ,Full,92,,*,*
David Wagner,Wagner,David,https://scholar.google.com/citations?user=67kghxAAAAAJ&hl=en,,,,,University of California - Berkeley  ,Full,92,,*,*
Martin Wainwright,Wainwright,Martin,https://scholar.google.com/citations?user=J5Rvh6gAAAAJ&hl=zh-CN&oi=ao,,,,,University of California - Berkeley  ,Full,92,,*,*
John Wawrzynek,Wawrzynek,John,https://scholar.google.com/citations?hl=en&user=hdnpRKsAAAAJ,,,,,University of California - Berkeley  ,Full,92,,*,*
Katherine A. Yelick,Yelick,Katherine A.,https://scholar.google.com/citations?user=93yNuV0AAAAJ&hl=en&oi=sra,,,,,University of California - Berkeley  ,Full,92,,*,*
Nir Yosef,Yosef,Nir,https://scholar.google.com/citations?user=eQ8KEHoAAAAJ&hl=en,,,,,University of California - Berkeley  ,Associate,92,Biosystems & Computational Biology (BIO),*,*
Bin Yu,Yu,Bin,https://scholar.google.com/citations?user=xT19Jc0AAAAJ&hl=en&oi=sra,,,,,University of California - Berkeley  ,Full,92,Signal Processing,*,*
Avideh Zakhor,Zakhor,Avideh ,https://scholar.google.com/citations?hl=en&user=GJg5lNYAAAAJ,,,,,University of California - Berkeley  ,Full,92,New,*,*
Nina Amenta,Amenta,Nina,https://scholar.google.com/citations?user=ZzNrbIUAAAAJ&hl=en,,,,,University of California - Davis  ,Full,93,,*,*
Zhaojun Bai,Bai,Zhaojun,https://scholar.google.com/citations?user=soiDQbQAAAAJ&hl=en,,,,,University of California - Davis  ,Full,93,,*,*
Matthew A. Bishop,Bishop,Matthew A.,https://scholar.google.com/citations?user=2oclnIwAAAAJ&hl=en&oi=sra,,,,,University of California - Davis  ,Full,93,,*,*
Hao Chen,Chen,Hao,https://scholar.google.com/citations?user=1Aa3qxIAAAAJ&hl=en&oi=ao,,,,,University of California - Davis  ,Full,93,,*,*
Raissa D'Souza,D'Souza,Raissa,https://scholar.google.com/citations?user=jM23vRsKxuIC&hl=en&oi=ao,,,,,University of California - Davis  ,Full,93,,*,*
Ian Davidson,Davidson,Ian,https://scholar.google.com/citations?user=rMrW0VAAAAAJ&hl=en,,,,,University of California - Davis  ,Full,93,,*,*
Premkumar T. Devanbu,Devanbu,Premkumar T.,https://scholar.google.com/citations?user=tQ5vbOAAAAAJ&hl=en&oi=sra,,,,,University of California - Davis  ,Full,93,,*,*
David Doty,Doty,David,https://scholar.google.com/citations?user=1ddBSr8AAAAJ&hl=zh-CN&oi=ao,,,,,University of California - Davis  ,Assistant,93,,*,*
Matthew K. Farrens,Farrens,Matthew K.,https://scholar.google.com/citations?user=ExEEjcQAAAAJ&hl=en&oi=sra,,,,,University of California - Davis  ,Full,93,,*,*
Matthew Farrens,Farrens,Matthew ,https://scholar.google.com/citations?hl=en&user=ExEEjcQAAAAJ,,,,,University of California - Davis  ,Full,93,New,*,*
Vladimir Filkov,Filkov,Vladimir,https://scholar.google.com/citations?user=rzwHnAcAAAAJ&hl=en&oi=ao,,,,,University of California - Davis  ,Full,93,,*,*
Matthew Franklin,Franklin,Matthew,https://scholar.google.com/citations?user=D6ptFeMAAAAJ&hl=en,,,,,University of California - Davis  ,Full,93,,*,*
Dipak Ghosal,Ghosal,Dipak,https://scholar.google.com/citations?user=Pjjq5SQAAAAJ&hl=en&oi=ao,,,,,University of California - Davis  ,Full,93,,*,*
Cindy Rubio Gonzalez,Gonzalez,Cindy Rubio,https://scholar.google.com/citations?user=AMeXAmQAAAAJ&hl=en&oi=ao,,,,,University of California - Davis  ,Assistant,93,Not listed,-,-
Dan Gusfield,Gusfield,Dan,https://scholar.google.com/citations?user=VoAHydgAAAAJ&hl=en&oi=ao,,,,,University of California - Davis  ,Full,93,Not listed,-,-
Francois Gygi,Gygi,Francois,https://scholar.google.com/citations?user=L-i6NMYAAAAJ&hl=en,,,,,University of California - Davis  ,Full,93,,*,*
Bernd Hamann,Hamann,Bernd,https://scholar.google.com/citations?user=aNRlTa8AAAAJ&hl=en&oi=ao,,,,,University of California - Davis  ,Full,93,,*,*
Cho-Jui Hsieh,Hsieh,Cho-Jui,https://scholar.google.com/citations?user=Wy89g4IAAAAJ&hl=zh-CN&oi=ao,,,,,University of California - Davis  ,Assistant,93,Not listed,-,-
Sam King,King,Sam,https://scholar.google.com/citations?user=ca7sXDUAAAAJ&hl=en&oi=sra,,,,,University of California - Davis  ,Associate,93,,*,*
Patrice Koehl,Koehl,Patrice,https://scholar.google.com/citations?user=NRAo--UAAAAJ&hl=en,,,,,University of California - Davis  ,Full,93,,*,*
Greg Kuperberg,Kuperberg,Greg,https://scholar.google.com/citations?user=OrKdXCgAAAAJ&hl=zh-CN&oi=ao,,,,,University of California - Davis  ,Full,93,,*,*
Yong Jae Lee,Lee,Yong Jae,https://scholar.google.com/citations?user=4GTpCxcAAAAJ&hl=en&oi=ao,,,,,University of California - Davis  ,Associate,93,Assistant to Associate,*,*
Xin Liu,Liu,Xin,https://scholar.google.com/citations?user=4MV5BkQAAAAJ&hl=en,,,,,University of California - Davis  ,Full,93,,*,*
Jason Lowe-Power,Lowe-Power,Jason,https://scholar.google.com/citations?user=7m7TYQsAAAAJ&hl=en,,,,,University of California - Davis  ,Assistant,93,,*,*
Kwan-Liu Ma,Ma,Kwan-Liu,https://scholar.google.com/citations?user=LgL2HpkAAAAJ&hl=en,,,,,University of California - Davis  ,Full,93,,*,*
Norman S. Matloff,Matloff,Norman S.,https://scholar.google.com/citations?user=lu3Qzp8AAAAJ&hl=en,,,,,University of California - Davis  ,Full,93,,*,*
Nelson Max,Max,Nelson,https://scholar.google.com/citations?hl=en&user=di1ip9IAAAAJ,,,,,University of California - Davis  ,Full,93,Not listed,-,-
Josh Mccoy,Mccoy,Joshua,https://scholar.google.com/citations?user=pdSgBVQAAAAJ&hl=en,,,,,University of California - Davis  ,Assistant,93,,*,*
Prasant Mohapatra,Mohapatra,Prasant,https://scholar.google.com/citations?user=Zc018qEAAAAJ&hl=en,,,,,University of California - Davis  ,Full,93,,*,*
Biswanath Mukherjee,Mukherjee,Biswanath,https://scholar.google.com/citations?user=ytXtLjkAAAAJ&hl=en&oi=ao,,,,,University of California - Davis  ,Full,93,Not listed,-,-
Michael Neff,Neff,Michael,https://scholar.google.com/citations?user=GhjlobUAAAAJ&hl=en,,,,,University of California - Davis  ,Full,93,,*,*
Randall O’Reilly,O’Reilly,Randall ,https://scholar.google.com/citations?hl=en&user=tZpKKm4AAAAJ,,,,,University of California - Davis  ,Full,,New,*,*
Ronald A. Olsson,Olsson,Ronald A.,,,,,,University of California - Davis  ,Full,93,Not listed,-,-
Julian Panetta,Panetta,Julian ,https://scholar.google.com/citations?hl=en&user=1rQ_OTEAAAAJ,,,,,University of California - Davis  ,Assistant,93,New,*,*
Phillip W. Rogaway,Rogaway,Phillip W.,https://scholar.google.com/citations?user=gUEkPQEAAAAJ&hl=en&oi=sra,,,,,University of California - Davis  ,Full,93,,*,*
Cindy Rubio González,Rubio González,Cindy ,https://scholar.google.com/citations?hl=en&user=AMeXAmQAAAAJ,,,,,University of California - Davis  ,Associate,93,New,*,*
Mohammad Sadoghi,Sadoghi,Mohammad,https://scholar.google.com/citations?user=Lx9fbJoAAAAJ&hl=en&oi=ao,,,,,University of California - Davis  ,Assistant,93,,*,*
Zubair Shafiq,Shafiq,Zubair ,https://scholar.google.com/citations?hl=en&user=Q3FvLzUAAAAJ,,,,,University of California - Davis  ,Associate,93,New,*,*
Zhendong Su,Su,Zhendong,https://scholar.google.com/citations?user=RivxoIcAAAAJ&hl=en,,,,,University of California - Davis  ,Full,93,Not listed,-,-
Ilias Tagkopoulos,Tagkopoulos,Ilias,https://scholar.google.com/citations?user=CG36zWQAAAAJ&hl=en&oi=ao,,,,,University of California - Davis  ,Full,93,Associate to Full,*,*
Aditya Thakur,thakur ,Aditya,https://scholar.google.com/citations?user=x8952qgAAAAJ&hl=en,,,,,University of California - Davis  ,Assistant,93,,*,*
Hao-Chuan Wang,Wang,Hao-Chuan,https://scholar.google.com/citations?hl=en&user=2cAqDukAAAAJ,,,,,University of California - Davis  ,Associate,93,,*,*
Shyhtsun Felix Wu,Wu,Shyhtsun Felix,https://scholar.google.com/citations?user=vth4SIcAAAAJ&hl=en,,,,,University of California - Davis  ,Full,93,,*,*
Zhou Yu,Yu,Zhou,https://scholar.google.com/citations?user=jee2Dy0AAAAJ&hl=en,,,,,University of California - Davis  ,Assistant,94,,*,*
Ardalan Amiri Sani,Amiri Sani,Ardalan,https://scholar.google.com/citations?user=WA9DXAwAAAAJ&hl=en,,,,,University of California - Irvine  ,Assistant,94,,*,*
Pierre Baldi,Baldi,Pierre,https://scholar.google.com/citations?user=RhFhIIgAAAAJ&hl=en&oi=ao,,,,,University of California - Irvine  ,Full,94,,*,*
Lubomir Bic,Bic,Lubomir,,,,,,University of California - Irvine  ,Full,94,Not listed,-,-
Elaheh (Eli) Bozorgzadeh,Bozorgzadeh,Elaheh ,https://scholar.google.com/citations?hl=en&user=ogE3q4oAAAAJ,2408,27,53,60,University of California - Irvine  ,Full,94,New,*,*
Michael J Carey,Carey,Michael J,,,,,,University of California - Irvine  ,Full,94,,*,*
Qi Alfred Chen,Chen,Qi ,https://scholar.google.com/citations?hl=en&user=lcsu7m8AAAAJ,,,,,University of California - Irvine  ,Assistant,94,New,*,*
Rina Dechter,Dechter,Rina,https://scholar.google.com/citations?user=Uph176YAAAAJ&hl=en&oi=ao,,,,,University of California - Irvine  ,Full,94,,*,*
Brian Demsky,Demsky,Brian ,NaN,,,36,56,University of California - Irvine  ,Full,94,New,*,*
Michael Dillencourt,Dillencourt,Michael,,,,,,University of California - Irvine  ,Full,94,,*,*
Nikil Dutt,Dutt,Nikil,https://scholar.google.com/citations?user=CpBXPVoAAAAJ&hl=en&oi=ao,,,,,University of California - Irvine  ,Full,94,,*,*
